,Age,SkinType,SkinConcerns,SkinTyone,Skin Brightening
273404,18-24,Combination,Blackheads,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273406,25-34,Combination,Cellulite,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273412,18-24,Oily,Dark circles,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273415,25-34,Dry,Dullness,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273421,18-24,Dry,Dark circles,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273425,55-120,Normal,Sensitivity,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273431,25-34,Oily,Acne,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273432,25-34,Oily,Acne,Dark,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273433,18-24,Dry,Acne,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273435,45-54,Combination,Acne,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273441,18-24,Dry,Acne,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273444,55-120,Combination,Acne,Deep,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273446,18-24,Combination,Cellulite,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273449,45-54,Dry,Dark circles,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273454,13-17,Oily,Acne,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273459,55-120,Dry,Redness,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273461,18-24,Normal,Dark circles,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273462,25-34,Dry,Aging,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273464,18-24,Dry,Redness,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273466,25-34,Combination,Aging,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273470,25-34,Dry,Dark circles,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273473,25-34,Dry,Acne,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273478,18-24,Normal,Redness,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273479,55-120,Dry,Dullness,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273482,35-44,Combination,Redness,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273486,25-34,Dry,Dark circles,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273487,18-24,Combination,Acne,Ebony,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273489,25-34,Normal,Sensitivity,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273490,25-34,Combination,Sensitivity,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273492,55-120,Combination,Acne,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273494,13-17,Combination,Dark circles,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273496,35-44,Combination,Dark circles,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273498,18-24,Dry,Blackheads,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273501,25-34,Dry,Blackheads,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273503,55-120,Normal,Aging,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273504,45-54,Combination,Aging,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273506,35-44,Normal,Dark circles,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273507,35-44,Oily,Acne,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273509,18-24,Dry,Dark circles,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273513,13-17,Combination,Acne,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273515,18-24,Dry,Cellulite,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273520,25-34,Normal,Aging,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273522,25-34,Dry,Blackheads,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273525,18-24,Normal,Dullness,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273527,18-24,Dry,Acne,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273528,25-34,Combination,Acne,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273529,25-34,Combination,Blackheads,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273535,25-34,Combination,Dark circles,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273537,25-34,Oily,Acne,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273548,18-24,Normal,Blackheads,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273549,13-17,Combination,Aging,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273550,13-17,Combination,Acne,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273552,55-120,Combination,Acne,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273556,18-24,Combination,Acne,Deep,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273560,25-34,Normal,Blackheads,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273565,55-120,Combination,Acne,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273568,18-24,Dry,Sensitivity,Dark,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273571,18-24,Combination,Redness,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273575,18-24,Normal,Acne,Dark,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273576,18-24,Combination,Cellulite,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273578,25-34,Combination,Redness,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273580,35-44,Dry,Acne,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273591,25-34,Dry,Sensitivity,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273594,25-34,Normal,Acne,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273596,18-24,Normal,Dark circles,Deep,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273599,18-24,Oily,Acne,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273600,25-34,Normal,Acne,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273601,25-34,Normal,Blackheads,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273602,55-120,Combination,Dark circles,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273603,25-34,Dry,Aging,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273608,25-34,Dry,Dark circles,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273609,25-34,Combination,Dullness,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273612,55-120,Normal,Sun damage,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273616,13-17,Combination,Aging,Deep,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273618,25-34,Combination,Sun damage,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273619,55-120,Dry,Dark circles,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273620,25-34,Dry,Dullness,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273621,25-34,Dry,Cellulite,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273623,35-44,Normal,Acne,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273634,25-34,Combination,Dark circles,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273643,25-34,Dry,Sun damage,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273644,35-44,Dry,Redness,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273645,55-120,Dry,Acne,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273653,25-34,Normal,Cellulite,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273656,18-24,Combination,Dark circles,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273660,25-34,Normal,Redness,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273663,13-17,Combination,Blackheads,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273671,25-34,Combination,Aging,Ebony,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273672,25-34,Dry,Sensitivity,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273677,13-17,Normal,Redness,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273678,35-44,Normal,Dark circles,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273679,25-34,Combination,Sun damage,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273681,25-34,Normal,Sensitivity,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273686,35-44,Dry,Blackheads,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273688,25-34,Oily,Acne,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273690,25-34,Normal,Acne,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273697,25-34,Oily,Blackheads,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273699,13-17,Normal,Aging,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273702,18-24,Oily,Dark circles,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273707,18-24,Dry,Dullness,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273717,35-44,Oily,Acne,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273720,18-24,Dry,Dullness,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273722,25-34,Dry,Redness,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273724,25-34,Normal,Dullness,Dark,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273725,45-54,Combination,Acne,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273731,25-34,Combination,Blackheads,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273736,25-34,Combination,Redness,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273737,25-34,Combination,Blackheads,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273738,55-120,Dry,Redness,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273746,25-34,Dry,Blackheads,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273751,55-120,Combination,Sensitivity,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273756,35-44,Oily,Blackheads,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273762,55-120,Normal,Acne,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273763,35-44,Dry,Acne,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273770,45-54,Combination,Blackheads,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273772,55-120,Oily,Acne,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273776,45-54,Dry,Acne,Tan,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273777,25-34,Normal,Blackheads,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273778,18-24,Combination,Cellulite,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273779,13-17,Combination,Blackheads,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273785,13-17,Dry,Dullness,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273788,35-44,Normal,Dark circles,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273789,13-17,Dry,Acne,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273792,13-17,Combination,Acne,Dark,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273794,18-24,Normal,Dark circles,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273795,18-24,Oily,Aging,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273797,25-34,Combination,Dullness,Dark,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273800,18-24,Dry,Acne,Dark,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273808,35-44,Dry,Acne,Medium,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273809,18-24,Dry,Dark circles,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273815,55-120,Oily,Acne,Fair,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273823,25-34,Normal,Blackheads,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273826,18-24,Normal,Blackheads,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273827,55-120,Normal,Redness,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273830,18-24,Normal,Acne,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273842,25-34,Dry,Dullness,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273849,25-34,Dry,Acne,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273853,18-24,Combination,Dark circles,Olive,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273858,35-44,Combination,Dullness,Light,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273860,25-34,Combination,Dullness,Ebony,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273862,18-24,Combination,Redness,Porcelain,"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia,Potassium Azeloyl Diglycinate"
273869,25-34,Dry,Aging,Tan,Acetyl Glucosamine
273871,25-34,Dry,Aging,Fair,Acetyl Glucosamine
273873,25-34,Normal,Aging,Light,Acetyl Glucosamine
274084,25-34,Normal,Dark circles,Olive,Undaria Pinnatifida Extract
274086,25-34,Dry,Acne,Medium,Citrus Aurantifolia
274087,25-34,Combination,Acne,Tan,Citrus Aurantifolia
274088,18-24,Combination,Acne,Tan,Citrus Aurantifolia
274089,25-34,Combination,Acne,Medium,Citrus Aurantifolia
274090,18-24,Combination,Acne,Olive,Citrus Aurantifolia
274091,25-34,Combination,Acne,Light,Citrus Aurantifolia
274092,25-34,Combination,Acne,Fair,Citrus Aurantifolia
274093,18-24,Dry,Aging,Porcelain,Citrus Aurantifolia
274094,45-54,Combination,Acne,Light,Citrus Aurantifolia
274095,25-34,Combination,Dark circles,Medium,Citrus Aurantifolia
274096,25-34,Normal,Aging,Light,Citrus Aurantifolia
274097,25-34,Combination,Uneven skin tones,Tan,Citrus Aurantifolia
274099,55-120,Dry,Acne,Porcelain,Citrus Aurantifolia
274100,35-44,Normal,Aging,Fair,Citrus Aurantifolia
274101,45-54,Combination,Aging,Light,Citrus Aurantifolia
274102,35-44,Combination,Acne,Light,Citrus Aurantifolia
274103,18-24,Combination,Blackheads,Medium,Citrus Aurantifolia
274104,25-34,Combination,Aging,Light,Citrus Aurantifolia
274106,25-34,Combination,Aging,Olive,Citrus Aurantifolia
274107,18-24,Combination,Dark circles,Fair,Citrus Aurantifolia
274108,25-34,Dry,Aging,Fair,Citrus Aurantifolia
274109,25-34,Combination,Aging,Medium,Citrus Aurantifolia
274110,18-24,Dry,Sun damage,Medium,Citrus Aurantifolia
274111,25-34,Oily,Acne,Dark,Citrus Aurantifolia
274112,18-24,Combination,Acne,Fair,Citrus Aurantifolia
274113,18-24,Dry,Aging,Fair,Citrus Aurantifolia
274115,18-24,Oily,Acne,Medium,Citrus Aurantifolia
274116,13-17,Combination,Aging,Fair,Citrus Aurantifolia
274118,25-34,Dry,Dark circles,Light,Citrus Aurantifolia
274119,18-24,Dry,Acne,Tan,Citrus Aurantifolia
274120,25-34,Combination,Aging,Fair,Citrus Aurantifolia
274121,13-17,Combination,Acne,Fair,Citrus Aurantifolia
274122,25-34,Dry,Blackheads,Tan,Citrus Aurantifolia
274125,18-24,Normal,Acne,Light,Citrus Aurantifolia
274127,18-24,Combination,Dullness,Medium,Citrus Aurantifolia
274129,18-24,Combination,Acne,Medium,Citrus Aurantifolia
274134,35-44,Dry,Dullness,Medium,Citrus Aurantifolia
274136,45-54,Combination,Aging,Tan,Citrus Aurantifolia
274137,18-24,Oily,Acne,Fair,Citrus Aurantifolia
274138,25-34,Normal,Aging,Tan,Citrus Aurantifolia
274139,25-34,Dry,Aging,Medium,Citrus Aurantifolia
274140,25-34,Dry,Sensitivity,Fair,Citrus Aurantifolia
274141,25-34,Oily,Acne,Light,Citrus Aurantifolia
274144,25-34,Oily,Dark circles,Tan,Citrus Aurantifolia
274145,18-24,Normal,Aging,Tan,Citrus Aurantifolia
274146,13-17,Dry,Aging,Fair,Citrus Aurantifolia
274147,25-34,Normal,Redness,Medium,Citrus Aurantifolia
274148,35-44,Combination,Aging,Olive,Citrus Aurantifolia
274152,25-34,Normal,Dark circles,Medium,Citrus Aurantifolia
274153,35-44,Combination,Aging,Medium,Citrus Aurantifolia
274155,25-34,Combination,Aging,Tan,Citrus Aurantifolia
274156,18-24,Combination,Blackheads,Fair,Citrus Aurantifolia
274157,25-34,Dry,Blackheads,Olive,Citrus Aurantifolia
274158,18-24,Oily,Acne,Olive,Citrus Aurantifolia
274161,35-44,Combination,Acne,Tan,Citrus Aurantifolia
274163,25-34,Normal,Aging,Fair,Citrus Aurantifolia
274165,45-54,Combination,Acne,Fair,Citrus Aurantifolia
274167,13-17,Combination,Dullness,Light,Citrus Aurantifolia
274168,55-120,Combination,Aging,Light,Citrus Aurantifolia
274173,55-120,Normal,Aging,Medium,Citrus Aurantifolia
274174,25-34,Combination,Acne,Deep,Citrus Aurantifolia
274175,35-44,Normal,Aging,Light,Citrus Aurantifolia
274176,18-24,Combination,Aging,Medium,Citrus Aurantifolia
274181,25-34,Dry,Blackheads,Fair,Citrus Aurantifolia
274185,18-24,Dry,Dark circles,Fair,Citrus Aurantifolia
274188,18-24,Combination,Aging,Fair,Citrus Aurantifolia
274189,25-34,Dry,Aging,Light,Citrus Aurantifolia
274191,18-24,Normal,Aging,Fair,Citrus Aurantifolia
274192,25-34,Normal,Dullness,Medium,Citrus Aurantifolia
274193,13-17,Combination,Aging,Light,Citrus Aurantifolia
274194,18-24,Combination,Cellulite,Deep,Citrus Aurantifolia
274196,13-17,Combination,Dark circles,Tan,Citrus Aurantifolia
274199,35-44,Combination,Blackheads,Olive,Citrus Aurantifolia
274200,55-120,Combination,Aging,Fair,Citrus Aurantifolia
274202,13-17,Combination,Blackheads,Olive,Citrus Aurantifolia
274203,18-24,Combination,Acne,Light,Citrus Aurantifolia
274204,18-24,Combination,Acne,Deep,Citrus Aurantifolia
274211,18-24,Combination,Aging,Olive,Citrus Aurantifolia
274212,13-17,Combination,Acne,Light,Citrus Aurantifolia
274213,18-24,Dry,Acne,Olive,Citrus Aurantifolia
274215,25-34,Combination,Sensitivity,Medium,Citrus Aurantifolia
274216,35-44,Combination,Acne,Olive,Citrus Aurantifolia
274218,25-34,Normal,Dark circles,Fair,Citrus Aurantifolia
274219,18-24,Normal,Aging,Light,Citrus Aurantifolia
274222,18-24,Combination,Acne,Dark,Citrus Aurantifolia
274225,18-24,Normal,Acne,Medium,Citrus Aurantifolia
274227,55-120,Combination,Acne,Deep,Citrus Aurantifolia
274231,25-34,Normal,Acne,Light,Citrus Aurantifolia
274233,18-24,Oily,Acne,Light,Citrus Aurantifolia
274238,25-34,Combination,Dark circles,Fair,Citrus Aurantifolia
274240,18-24,Combination,Sensitivity,Tan,Citrus Aurantifolia
274241,25-34,Oily,Acne,Fair,Citrus Aurantifolia
274242,13-17,Dry,Aging,Light,Citrus Aurantifolia
274244,25-34,Combination,Acne,Porcelain,Citrus Aurantifolia
274248,25-34,Normal,Aging,Medium,Citrus Aurantifolia
274249,25-34,Oily,Acne,Tan,Citrus Aurantifolia
274251,35-44,Combination,Blackheads,Porcelain,Citrus Aurantifolia
274253,18-24,Dry,Aging,Light,Citrus Aurantifolia
274254,35-44,Normal,Sensitivity,Medium,Citrus Aurantifolia
274258,18-24,Dry,Acne,Medium,Citrus Aurantifolia
274260,35-44,Combination,Acne,Fair,Citrus Aurantifolia
274266,18-24,Combination,Acne,Porcelain,Citrus Aurantifolia
274268,25-34,Dry,Aging,Porcelain,Citrus Aurantifolia
274269,18-24,Combination,Aging,Light,Citrus Aurantifolia
274273,35-44,Combination,Acne,Medium,Citrus Aurantifolia
274276,18-24,Combination,Dark circles,Light,Citrus Aurantifolia
274279,25-34,Normal,Redness,Porcelain,Citrus Aurantifolia
274280,25-34,Dry,Aging,Olive,Citrus Aurantifolia
274281,25-34,Dry,Dark circles,Fair,Citrus Aurantifolia
274283,25-34,Dry,Acne,Porcelain,Citrus Aurantifolia
274287,35-44,Dry,Dullness,Light,Citrus Aurantifolia
274288,25-34,Dry,Cuticles,Light,Citrus Aurantifolia
274291,25-34,Combination,Acne,Olive,Citrus Aurantifolia
274294,25-34,Dry,Aging,Tan,Citrus Aurantifolia
274295,45-54,Dry,Aging,Light,Citrus Aurantifolia
274303,55-120,Oily,Acne,Fair,Citrus Aurantifolia
274311,18-24,Oily,Acne,Deep,Citrus Aurantifolia
274313,35-44,Combination,Sensitivity,Fair,Citrus Aurantifolia
274316,18-24,Dry,Acne,Light,Citrus Aurantifolia
274317,25-34,Oily,Acne,Medium,Citrus Aurantifolia
274319,18-24,Combination,Aging,Dark,Citrus Aurantifolia
274320,25-34,Dry,Acne,Tan,Citrus Aurantifolia
274324,18-24,Dry,Cellulite,Porcelain,Citrus Aurantifolia
274328,13-17,Combination,Blackheads,Medium,Citrus Aurantifolia
274329,18-24,Combination,Dullness,Fair,Citrus Aurantifolia
274330,18-24,Normal,Aging,Deep,Citrus Aurantifolia
274331,18-24,Normal,Sensitivity,Olive,Citrus Aurantifolia
274332,25-34,Combination,Aging,Porcelain,Citrus Aurantifolia
274334,25-34,Normal,Acne,Olive,Citrus Aurantifolia
