,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
11939,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11940,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11941,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11942,25-34,Combination,Aging,Porcelain,"Niacinamide,Phytosphingosine"
11943,25-34,Combination,Aging,Porcelain,"Niacinamide,Phytosphingosine"
11944,35-44,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11945,35-44,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11946,18-24,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
11947,18-24,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
11948,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
11949,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
11950,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
11951,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
11952,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11953,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11954,18-24,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11955,18-24,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11956,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
11957,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
11958,55-120,Combination,Redness,Porcelain,"Niacinamide,Phytosphingosine"
11959,55-120,Combination,Redness,Porcelain,"Niacinamide,Phytosphingosine"
11960,35-44,Dry,Dullness,Fair,"Niacinamide,Phytosphingosine"
11961,35-44,Dry,Dullness,Fair,"Niacinamide,Phytosphingosine"
11962,55-120,Combination,Dark circles,Medium,"Niacinamide,Phytosphingosine"
11963,55-120,Combination,Dark circles,Medium,"Niacinamide,Phytosphingosine"
11964,55-120,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11965,55-120,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11966,13-17,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
11967,13-17,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
11968,25-34,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11969,25-34,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11970,35-44,Normal,Sensitivity,Fair,"Niacinamide,Phytosphingosine"
11971,35-44,Normal,Sensitivity,Fair,"Niacinamide,Phytosphingosine"
11972,13-17,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11973,13-17,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11974,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11975,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11976,35-44,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
11977,35-44,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
11978,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11979,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11980,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11981,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11982,25-34,Normal,Aging,Medium,"Niacinamide,Phytosphingosine"
11983,25-34,Normal,Aging,Medium,"Niacinamide,Phytosphingosine"
11984,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11985,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11986,25-34,Dry,Blackheads,Medium,"Niacinamide,Phytosphingosine"
11987,25-34,Dry,Blackheads,Medium,"Niacinamide,Phytosphingosine"
11988,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11989,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11990,25-34,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11991,25-34,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11992,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11993,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11994,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11995,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11996,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11997,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11998,25-34,Oily,Acne,Olive,"Niacinamide,Phytosphingosine"
11999,25-34,Oily,Acne,Olive,"Niacinamide,Phytosphingosine"
12000,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12001,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12002,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12003,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12004,25-34,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12005,25-34,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12006,18-24,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
12007,18-24,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
12008,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12009,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12010,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12011,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12012,25-34,Dry,Redness,Medium,"Niacinamide,Phytosphingosine"
12013,25-34,Dry,Redness,Medium,"Niacinamide,Phytosphingosine"
12014,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
12015,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
12016,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12017,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12018,35-44,Dry,Aging,Deep,"Niacinamide,Phytosphingosine"
12019,35-44,Dry,Aging,Deep,"Niacinamide,Phytosphingosine"
12020,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12021,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12022,35-44,Combination,Dark circles,Dark,"Niacinamide,Phytosphingosine"
12023,35-44,Combination,Dark circles,Dark,"Niacinamide,Phytosphingosine"
12024,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12025,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12026,18-24,Normal,Cellulite,Porcelain,"Niacinamide,Phytosphingosine"
12027,18-24,Normal,Cellulite,Porcelain,"Niacinamide,Phytosphingosine"
12028,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12029,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12030,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
12031,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
12032,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12033,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12034,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
12035,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
12036,25-34,Dry,Dullness,Fair,"Niacinamide,Phytosphingosine"
12037,25-34,Dry,Dullness,Fair,"Niacinamide,Phytosphingosine"
12038,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
12039,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
12040,25-34,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
12041,25-34,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
12042,18-24,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12043,18-24,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12044,55-120,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
12045,55-120,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
12046,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12047,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12048,25-34,Normal,Sensitivity,Olive,"Niacinamide,Phytosphingosine"
12049,25-34,Normal,Sensitivity,Olive,"Niacinamide,Phytosphingosine"
12050,18-24,Combination,Blackheads,Ebony,"Niacinamide,Phytosphingosine"
12051,18-24,Combination,Blackheads,Ebony,"Niacinamide,Phytosphingosine"
12052,35-44,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
12053,35-44,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
12054,25-34,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12055,25-34,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12056,25-34,Normal,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12057,25-34,Normal,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12058,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
12059,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
12060,13-17,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12061,13-17,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12062,25-34,Combination,Dark circles,Fair,"Niacinamide,Phytosphingosine"
12063,25-34,Combination,Dark circles,Fair,"Niacinamide,Phytosphingosine"
12064,55-120,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12065,55-120,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12066,18-24,Normal,Acne,Olive,"Niacinamide,Phytosphingosine"
12067,18-24,Normal,Acne,Olive,"Niacinamide,Phytosphingosine"
12068,18-24,Combination,Blackheads,Deep,"Niacinamide,Phytosphingosine"
12069,18-24,Combination,Blackheads,Deep,"Niacinamide,Phytosphingosine"
12070,55-120,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12071,55-120,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12072,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12073,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12074,18-24,Combination,Dark circles,Light,"Niacinamide,Phytosphingosine"
12075,18-24,Combination,Dark circles,Light,"Niacinamide,Phytosphingosine"
12076,18-24,Normal,Acne,Light,"Niacinamide,Phytosphingosine"
12077,18-24,Normal,Acne,Light,"Niacinamide,Phytosphingosine"
12078,45-54,Dry,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12079,45-54,Dry,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12080,18-24,Combination,Sensitivity,Tan,"Niacinamide,Phytosphingosine"
12081,18-24,Combination,Sensitivity,Tan,"Niacinamide,Phytosphingosine"
12082,55-120,Normal,Dark circles,Light,"Niacinamide,Phytosphingosine"
12083,55-120,Normal,Dark circles,Light,"Niacinamide,Phytosphingosine"
12084,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
12085,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
12086,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
12087,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
12088,18-24,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
12089,18-24,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
12090,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12091,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12092,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12093,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12094,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12095,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12096,18-24,Oily,Acne,Ebony,"Niacinamide,Phytosphingosine"
12097,18-24,Oily,Acne,Ebony,"Niacinamide,Phytosphingosine"
12098,55-120,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
12099,55-120,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
12100,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
12101,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
12102,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
12103,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
12104,25-34,Combination,Redness,Light,"Niacinamide,Phytosphingosine"
12105,25-34,Combination,Redness,Light,"Niacinamide,Phytosphingosine"
12106,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
12107,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
12108,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
12109,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
12110,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12111,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12112,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
12113,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
12114,18-24,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
12115,18-24,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
12116,18-24,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12117,18-24,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12118,13-17,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12119,13-17,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12120,18-24,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
12121,18-24,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
12122,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12123,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12124,55-120,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
12125,55-120,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
12126,25-34,Combination,Blackheads,Fair,"Niacinamide,Phytosphingosine"
12127,25-34,Combination,Blackheads,Fair,"Niacinamide,Phytosphingosine"
12128,25-34,Combination,Redness,Fair,"Niacinamide,Phytosphingosine"
12129,25-34,Combination,Redness,Fair,"Niacinamide,Phytosphingosine"
12130,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12131,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12132,18-24,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
12133,18-24,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
12134,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12135,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12136,13-17,Dry,Dark circles,Medium,"Niacinamide,Phytosphingosine"
12137,13-17,Dry,Dark circles,Medium,"Niacinamide,Phytosphingosine"
12138,25-34,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
12139,25-34,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
12140,25-34,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
12141,25-34,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
12142,13-17,Combination,Aging,Deep,"Niacinamide,Phytosphingosine"
12143,13-17,Combination,Aging,Deep,"Niacinamide,Phytosphingosine"
12144,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12145,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12146,25-34,Normal,Acne,Light,"Niacinamide,Phytosphingosine"
12147,25-34,Normal,Acne,Light,"Niacinamide,Phytosphingosine"
12148,18-24,Normal,Acne,Olive,"Niacinamide,Phytosphingosine"
12149,18-24,Normal,Acne,Olive,"Niacinamide,Phytosphingosine"
12150,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12151,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12152,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
12153,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
12154,13-17,Dry,Aging,Deep,"Niacinamide,Phytosphingosine"
12155,13-17,Dry,Aging,Deep,"Niacinamide,Phytosphingosine"
12156,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12157,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12158,18-24,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
12159,18-24,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
12160,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12161,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12162,13-17,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
12163,13-17,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
12164,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12165,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12166,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
12167,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
12168,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12169,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12170,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12171,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12172,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
12173,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
12174,35-44,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12175,35-44,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12176,35-44,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12177,35-44,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12178,25-34,Combination,Blackheads,Deep,"Niacinamide,Phytosphingosine"
12179,25-34,Combination,Blackheads,Deep,"Niacinamide,Phytosphingosine"
12180,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12181,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12182,18-24,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
12183,18-24,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
12184,13-17,Normal,Dullness,Medium,"Niacinamide,Phytosphingosine"
12185,13-17,Normal,Dullness,Medium,"Niacinamide,Phytosphingosine"
12186,18-24,Dry,Dark circles,Medium,"Niacinamide,Phytosphingosine"
12187,18-24,Dry,Dark circles,Medium,"Niacinamide,Phytosphingosine"
12188,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
12189,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
12190,35-44,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
12191,35-44,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
12192,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12193,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
12194,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
12195,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
12196,25-34,Normal,Aging,Medium,"Niacinamide,Phytosphingosine"
12197,25-34,Normal,Aging,Medium,"Niacinamide,Phytosphingosine"
12198,18-24,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
12199,18-24,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
12200,25-34,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
12201,25-34,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
12202,25-34,Combination,Dullness,Fair,"Niacinamide,Phytosphingosine"
12203,25-34,Combination,Dullness,Fair,"Niacinamide,Phytosphingosine"
12204,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12205,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12206,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12207,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12208,13-17,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
12209,13-17,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
12210,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
12211,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
12212,25-34,Dry,Blackheads,Fair,"Niacinamide,Phytosphingosine"
12213,25-34,Dry,Blackheads,Fair,"Niacinamide,Phytosphingosine"
12214,25-34,Combination,Sensitivity,Light,"Niacinamide,Phytosphingosine"
12215,25-34,Combination,Sensitivity,Light,"Niacinamide,Phytosphingosine"
12216,18-24,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
12217,18-24,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
12218,25-34,Oily,Acne,Tan,"Niacinamide,Phytosphingosine"
12219,25-34,Oily,Acne,Tan,"Niacinamide,Phytosphingosine"
12220,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12221,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12222,18-24,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12223,18-24,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
12224,18-24,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12225,18-24,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
12226,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12227,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12228,18-24,Normal,Stretch marks,Medium,"Niacinamide,Phytosphingosine"
12229,18-24,Normal,Stretch marks,Medium,"Niacinamide,Phytosphingosine"
12230,55-120,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12231,55-120,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12232,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12233,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
12234,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
12235,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
12236,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12237,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12238,18-24,Normal,Acne,Light,"Niacinamide,Phytosphingosine"
12239,18-24,Normal,Acne,Light,"Niacinamide,Phytosphingosine"
12240,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12241,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12242,55-120,Combination,Aging,Olive,"Niacinamide,Phytosphingosine"
12243,55-120,Combination,Aging,Olive,"Niacinamide,Phytosphingosine"
12244,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12245,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
12246,13-17,Dry,Dullness,Medium,"Niacinamide,Phytosphingosine"
12247,13-17,Dry,Dullness,Medium,"Niacinamide,Phytosphingosine"
