,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
87222,55-120,Dry,Aging,Medium,Niacinamide
87223,35-44,Combination,Acne,Porcelain,Niacinamide
87224,25-34,Combination,Aging,Light,Niacinamide
87225,25-34,Normal,Dullness,Medium,Niacinamide
87226,18-24,Combination,Aging,Fair,Niacinamide
87227,35-44,Combination,Aging,Fair,Niacinamide
87228,25-34,Combination,Aging,Medium,Niacinamide
87229,25-34,Normal,Aging,Porcelain,Niacinamide
87230,35-44,Dry,Dark circles,Fair,Niacinamide
87231,25-34,Dry,Aging,Fair,Niacinamide
87232,35-44,Normal,Acne,Light,Niacinamide
87233,25-34,Oily,Acne,Light,Niacinamide
87234,25-34,Normal,Aging,Fair,Niacinamide
87235,18-24,Combination,Acne,Light,Niacinamide
87236,25-34,Combination,Aging,Fair,Niacinamide
87237,25-34,Combination,Aging,Porcelain,Niacinamide
87238,25-34,Combination,Aging,Light,Niacinamide
87239,35-44,Combination,Sensitivity,Fair,Niacinamide
87240,25-34,Combination,Aging,Light,Niacinamide
87241,25-34,Oily,Acne,Medium,Niacinamide
87242,25-34,Combination,Sensitivity,Fair,Niacinamide
87243,18-24,Normal,Aging,Light,Niacinamide
87244,25-34,Dry,Aging,Olive,Niacinamide
87245,25-34,Combination,Sensitivity,Fair,Niacinamide
87246,25-34,Combination,Acne,Light,Niacinamide
87247,18-24,Combination,Aging,Tan,Niacinamide
87248,25-34,Oily,Acne,Medium,Niacinamide
87249,13-17,Dry,Aging,Fair,Niacinamide
87250,18-24,Dry,Aging,Medium,Niacinamide
87251,35-44,Dry,Aging,Fair,Niacinamide
87252,25-34,Combination,Acne,Light,Niacinamide
87253,18-24,Combination,Aging,Medium,Niacinamide
87254,25-34,Normal,Acne,Light,Niacinamide
87255,35-44,Normal,Dark circles,Tan,Niacinamide
87256,25-34,Combination,Aging,Tan,Niacinamide
87257,18-24,Normal,Dark circles,Porcelain,Niacinamide
87258,18-24,Combination,Dark circles,Tan,Niacinamide
87259,25-34,Normal,Aging,Olive,Niacinamide
87260,25-34,Dry,Dullness,Deep,Niacinamide
87261,18-24,Oily,Acne,Deep,Niacinamide
87262,25-34,Oily,Acne,Medium,Niacinamide
87263,18-24,Normal,Aging,Porcelain,Niacinamide
87264,25-34,Normal,Aging,Medium,Niacinamide
87265,18-24,Dry,Dark circles,Light,Niacinamide
87266,18-24,Combination,Sensitivity,Medium,Niacinamide
87267,25-34,Normal,Aging,Fair,Niacinamide
87268,18-24,Combination,Acne,Medium,Niacinamide
87269,18-24,Combination,Aging,Light,Niacinamide
87270,35-44,Dry,Aging,Porcelain,Niacinamide
87271,25-34,Combination,Aging,Medium,Niacinamide
87272,25-34,Combination,Acne,Light,Niacinamide
87273,18-24,Normal,Acne,Fair,Niacinamide
87274,35-44,Combination,Aging,Fair,Niacinamide
87275,25-34,Normal,Aging,Light,Niacinamide
87276,25-34,Combination,Acne,Fair,Niacinamide
87277,18-24,Dry,Dark circles,Light,Niacinamide
87278,18-24,Dry,Aging,Olive,Niacinamide
87279,18-24,Combination,Aging,Light,Niacinamide
87280,25-34,Combination,Acne,Medium,Niacinamide
87281,25-34,Dry,Aging,Fair,Niacinamide
87282,25-34,Dry,Aging,Light,Niacinamide
87283,35-44,Normal,Sensitivity,Fair,Niacinamide
87284,18-24,Combination,Acne,Medium,Niacinamide
87285,25-34,Dry,Aging,Deep,Niacinamide
87286,35-44,Combination,Acne,Light,Niacinamide
87287,25-34,Combination,Dark circles,Tan,Niacinamide
87288,18-24,Combination,Aging,Medium,Niacinamide
87289,18-24,Combination,Aging,Light,Niacinamide
87290,25-34,Combination,Acne,Deep,Niacinamide
87291,25-34,Combination,Acne,Fair,Niacinamide
87292,25-34,Combination,Blackheads,Tan,Niacinamide
87293,55-120,Combination,Acne,Medium,Niacinamide
87294,25-34,Combination,Aging,Light,Niacinamide
87295,25-34,Normal,Aging,Medium,Niacinamide
87296,18-24,Combination,Aging,Light,Niacinamide
87297,25-34,Combination,Acne,Medium,Niacinamide
87298,25-34,Combination,Aging,Medium,Niacinamide
87299,18-24,Combination,Blackheads,Porcelain,Niacinamide
87300,25-34,Normal,Blackheads,Dark,Niacinamide
87301,25-34,Combination,Blackheads,Light,Niacinamide
87302,25-34,Combination,Aging,Light,Niacinamide
87303,55-120,Combination,Acne,Olive,Niacinamide
87304,25-34,Combination,Blackheads,Medium,Niacinamide
87305,35-44,Oily,Acne,Porcelain,Niacinamide
87306,35-44,Dry,Blackheads,Medium,Niacinamide
87307,25-34,Normal,Aging,Olive,Niacinamide
87308,35-44,Combination,Acne,Light,Niacinamide
87309,18-24,Dry,Aging,Medium,Niacinamide
87310,25-34,Combination,Aging,Fair,Niacinamide
87311,25-34,Combination,Dullness,Deep,Niacinamide
87312,35-44,Dry,Acne,Fair,Niacinamide
87313,25-34,Dry,Aging,Light,Niacinamide
87314,25-34,Combination,Acne,Light,Niacinamide
87315,18-24,Normal,Aging,Medium,Niacinamide
87316,25-34,Oily,Acne,Medium,Niacinamide
87317,25-34,Normal,Aging,Tan,Niacinamide
87318,18-24,Combination,Acne,Medium,Niacinamide
87319,25-34,Combination,Acne,Light,Niacinamide
87320,25-34,Combination,Aging,Light,Niacinamide
87321,35-44,Combination,Acne,Medium,Niacinamide
87322,25-34,Combination,Aging,Olive,Niacinamide
87323,25-34,Combination,Acne,Light,Niacinamide
87324,18-24,Oily,Aging,Medium,Niacinamide
87325,25-34,Combination,Acne,Light,Niacinamide
87326,25-34,Normal,Aging,Light,Niacinamide
87327,35-44,Oily,Acne,Light,Niacinamide
87328,18-24,Combination,Acne,Light,Niacinamide
87329,25-34,Combination,Acne,Fair,Niacinamide
87330,25-34,Combination,Acne,Light,Niacinamide
87331,25-34,Combination,Acne,Olive,Niacinamide
87332,25-34,Dry,Aging,Medium,Niacinamide
87333,18-24,Normal,Acne,Light,Niacinamide
87334,25-34,Combination,Acne,Fair,Niacinamide
87335,18-24,Combination,Acne,Medium,Niacinamide
87336,18-24,Combination,Acne,Fair,Niacinamide
87337,25-34,Combination,Aging,Light,Niacinamide
87338,18-24,Combination,Acne,Light,Niacinamide
87339,25-34,Combination,Aging,Light,Niacinamide
87340,25-34,Normal,Calluses,Dark,Niacinamide
87341,25-34,Combination,Acne,Medium,Niacinamide
87342,18-24,Normal,Aging,Medium,Niacinamide
87343,35-44,Combination,Aging,Medium,Niacinamide
87344,18-24,Combination,Sensitivity,Medium,Niacinamide
87345,25-34,Oily,Acne,Porcelain,Niacinamide
87346,25-34,Oily,Acne,Tan,Niacinamide
87347,25-34,Combination,Acne,Light,Niacinamide
87348,13-17,Dry,Aging,Light,Niacinamide
87349,25-34,Combination,Acne,Fair,Niacinamide
87350,25-34,Normal,Acne,Olive,Niacinamide
87351,13-17,Normal,Aging,Medium,Niacinamide
87352,25-34,Combination,Aging,Olive,Niacinamide
87353,18-24,Normal,Aging,Light,Niacinamide
87354,25-34,Combination,Aging,Porcelain,Niacinamide
87355,25-34,Combination,Dark circles,Light,Niacinamide
87356,25-34,Combination,Acne,Deep,Niacinamide
87357,25-34,Dry,Aging,Olive,Niacinamide
87358,25-34,Dry,Aging,Light,Niacinamide
87359,25-34,Combination,Acne,Fair,Niacinamide
87360,25-34,Dry,Acne,Fair,Niacinamide
87361,35-44,Normal,Aging,Olive,Niacinamide
87362,13-17,Normal,Acne,Porcelain,Niacinamide
87363,25-34,Combination,Aging,Medium,Niacinamide
87364,25-34,Combination,Aging,Porcelain,Niacinamide
87365,25-34,Combination,Acne,Light,Niacinamide
87366,25-34,Combination,Aging,Light,Niacinamide
87367,18-24,Combination,Acne,Fair,Niacinamide
87368,25-34,Dry,Aging,Medium,Niacinamide
87369,25-34,Dry,Dullness,Light,Niacinamide
87370,18-24,Oily,Acne,Light,Niacinamide
87371,18-24,Normal,Aging,Light,Niacinamide
87372,25-34,Oily,Acne,Olive,Niacinamide
87373,25-34,Combination,Aging,Fair,Niacinamide
87374,25-34,Combination,Acne,Light,Niacinamide
87375,18-24,Dry,Aging,Medium,Niacinamide
87376,18-24,Combination,Acne,Medium,Niacinamide
87377,25-34,Combination,Acne,Light,Niacinamide
87378,25-34,Combination,Acne,Medium,Niacinamide
87379,25-34,Normal,Aging,Fair,Niacinamide
87380,35-44,Combination,Aging,Medium,Niacinamide
87381,25-34,Oily,Acne,Light,Niacinamide
87382,35-44,Dry,Aging,Fair,Niacinamide
87383,18-24,Dry,Blackheads,Light,Niacinamide
87384,18-24,Dry,Dark circles,Light,Niacinamide
87385,25-34,Combination,Aging,Light,Niacinamide
87386,25-34,Combination,Acne,Light,Niacinamide
87387,25-34,Dry,Aging,Medium,Niacinamide
87388,25-34,Normal,Aging,Light,Niacinamide
87389,18-24,Dry,Aging,Light,Niacinamide
87390,25-34,Dry,Aging,Light,Niacinamide
87391,45-54,Combination,Sensitivity,Deep,Niacinamide
87392,55-120,Combination,Acne,Olive,Niacinamide
87393,25-34,Combination,Uneven skin tones,Medium,Niacinamide
87394,25-34,Combination,Acne,Porcelain,Niacinamide
87395,25-34,Combination,Acne,Olive,Niacinamide
87396,18-24,Combination,Sensitivity,Light,Niacinamide
87397,25-34,Combination,Aging,Light,Niacinamide
87398,55-120,Dry,Aging,Medium,Niacinamide
87399,25-34,Normal,Aging,Light,Niacinamide
87400,45-54,Combination,Acne,Deep,Niacinamide
87401,25-34,Normal,Aging,Medium,Niacinamide
87402,35-44,Dry,Cellulite,Fair,Niacinamide
87403,25-34,Combination,Aging,Medium,Niacinamide
87404,25-34,Combination,Acne,Fair,Niacinamide
87405,25-34,Combination,Aging,Light,Niacinamide
87406,18-24,Dry,Blackheads,Tan,Niacinamide
87407,25-34,Combination,Aging,Light,Niacinamide
87408,25-34,Oily,Aging,Tan,Niacinamide
87409,45-54,Normal,Aging,Fair,Niacinamide
87410,25-34,Combination,Aging,Light,Niacinamide
87411,25-34,Dry,Aging,Olive,Niacinamide
87412,25-34,Dry,Cellulite,Light,Niacinamide
87413,18-24,Combination,Aging,Fair,Niacinamide
87414,25-34,Combination,Aging,Tan,Niacinamide
87415,18-24,Dry,Blackheads,Fair,Niacinamide
87416,25-34,Combination,Aging,Olive,Niacinamide
87417,18-24,Oily,Aging,Fair,Niacinamide
87418,25-34,Dry,Acne,Medium,Niacinamide
87419,25-34,Normal,Aging,Olive,Niacinamide
87420,25-34,Combination,Aging,Light,Niacinamide
87421,25-34,Normal,Aging,Light,Niacinamide
87422,25-34,Combination,Aging,Fair,Niacinamide
87423,35-44,Combination,Aging,Fair,Niacinamide
87424,25-34,Combination,Acne,Medium,Niacinamide
87425,25-34,Normal,Blackheads,Dark,Niacinamide
87426,25-34,Dry,Blackheads,Olive,Niacinamide
87427,25-34,Combination,Acne,Light,Niacinamide
87428,18-24,Combination,Acne,Fair,Niacinamide
87429,25-34,Oily,Aging,Light,Niacinamide
87430,18-24,Combination,Blackheads,Dark,Niacinamide
87431,18-24,Combination,Sensitivity,Porcelain,Niacinamide
87432,25-34,Oily,Acne,Fair,Niacinamide
87433,25-34,Combination,Acne,Medium,Niacinamide
87434,35-44,Dry,Aging,Medium,Niacinamide
87435,35-44,Combination,Blackheads,Fair,Niacinamide
87436,25-34,Combination,Acne,Light,Niacinamide
87437,18-24,Dry,Aging,Light,Niacinamide
87438,25-34,Combination,Acne,Medium,Niacinamide
87439,25-34,Combination,Acne,Medium,Niacinamide
87440,18-24,Combination,Aging,Tan,Niacinamide
87441,25-34,Dry,Acne,Tan,Niacinamide
87442,18-24,Oily,Aging,Tan,Niacinamide
87443,25-34,Combination,Acne,Light,Niacinamide
87444,25-34,Combination,Acne,Medium,Niacinamide
87445,18-24,Normal,Aging,Light,Niacinamide
87446,25-34,Normal,Aging,Fair,Niacinamide
87447,35-44,Combination,Blackheads,Tan,Niacinamide
87448,35-44,Dry,Aging,Medium,Niacinamide
87449,25-34,Combination,Acne,Medium,Niacinamide
87450,45-54,Combination,Aging,Light,Niacinamide
87451,18-24,Dry,Aging,Light,Niacinamide
87452,18-24,Combination,Aging,Light,Niacinamide
87453,25-34,Combination,Acne,Olive,Niacinamide
87454,25-34,Combination,Aging,Light,Niacinamide
87455,25-34,Dry,Sensitivity,Light,Niacinamide
87456,18-24,Normal,Aging,Medium,Niacinamide
87457,18-24,Oily,Acne,Deep,Niacinamide
87458,18-24,Combination,Acne,Olive,Niacinamide
87459,35-44,Oily,Acne,Olive,Niacinamide
87460,25-34,Combination,Acne,Fair,Niacinamide
87461,13-17,Combination,Aging,Light,Niacinamide
87462,25-34,Combination,Acne,Medium,Niacinamide
87463,25-34,Combination,Sensitivity,Fair,Niacinamide
87464,25-34,Combination,Aging,Fair,Niacinamide
87465,45-54,Dry,Aging,Light,Niacinamide
87466,25-34,Dry,Acne,Deep,Niacinamide
87467,25-34,Combination,Aging,Fair,Niacinamide
87468,25-34,Dry,Aging,Porcelain,Niacinamide
87469,18-24,Combination,Aging,Deep,Niacinamide
87470,25-34,Normal,Blackheads,Light,Niacinamide
87471,25-34,Oily,Acne,Olive,Niacinamide
87472,25-34,Combination,Dark circles,Light,Niacinamide
87473,25-34,Oily,Aging,Medium,Niacinamide
87474,25-34,Normal,Aging,Medium,Niacinamide
87475,45-54,Combination,Aging,Fair,Niacinamide
87476,18-24,Oily,Acne,Deep,Niacinamide
87477,25-34,Combination,Acne,Deep,Niacinamide
87478,18-24,Oily,Acne,Dark,Niacinamide
87479,25-34,Combination,Aging,Tan,Niacinamide
87480,25-34,Combination,Acne,Light,Niacinamide
87481,25-34,Combination,Acne,Medium,Niacinamide
87482,18-24,Dry,Acne,Light,Niacinamide
87483,25-34,Combination,Acne,Tan,Niacinamide
87484,25-34,Dry,Aging,Fair,Niacinamide
87485,25-34,Combination,Acne,Light,Niacinamide
87486,18-24,Combination,Dark circles,Medium,Niacinamide
87487,25-34,Combination,Aging,Light,Niacinamide
87488,25-34,Dry,Aging,Light,Niacinamide
87489,45-54,Normal,Acne,Tan,Niacinamide
87490,18-24,Dry,Aging,Olive,Niacinamide
87491,25-34,Normal,Aging,Dark,Niacinamide
87492,25-34,Combination,Aging,Light,Niacinamide
87493,25-34,Combination,Acne,Light,Niacinamide
87494,25-34,Combination,Aging,Light,Niacinamide
87495,18-24,Oily,Acne,Fair,Niacinamide
87496,25-34,Dry,Acne,Light,Niacinamide
87497,13-17,Normal,Dark circles,Porcelain,Niacinamide
87498,18-24,Combination,Aging,Light,Niacinamide
87499,25-34,Oily,Blackheads,Medium,Niacinamide
87500,18-24,Combination,Acne,Medium,Niacinamide
87501,25-34,Combination,Aging,Light,Niacinamide
87502,25-34,Combination,Aging,Fair,Niacinamide
87503,25-34,Normal,Aging,Light,Niacinamide
87504,25-34,Combination,Aging,Light,Niacinamide
87505,35-44,Dry,Redness,Fair,Niacinamide
87506,18-24,Dry,Aging,Light,Niacinamide
87507,25-34,Combination,Acne,Porcelain,Niacinamide
87508,25-34,Combination,Acne,Olive,Niacinamide
87509,35-44,Dry,Redness,Light,Niacinamide
87510,18-24,Combination,Dullness,Light,Niacinamide
87511,18-24,Normal,Dullness,Light,Niacinamide
87512,18-24,Combination,Acne,Fair,Niacinamide
87513,18-24,Combination,Acne,Fair,Niacinamide
87514,25-34,Combination,Acne,Light,Niacinamide
87515,55-120,Normal,Acne,Medium,Niacinamide
87516,18-24,Normal,Acne,Medium,Niacinamide
87517,55-120,Combination,Aging,Light,Niacinamide
87518,25-34,Dry,Aging,Porcelain,Niacinamide
87519,25-34,Normal,Aging,Porcelain,Niacinamide
87520,25-34,Dry,Acne,Ebony,Niacinamide
87521,25-34,Combination,Acne,Light,Niacinamide
87522,25-34,Combination,Aging,Light,Niacinamide
87523,18-24,Dry,Aging,Fair,Niacinamide
87524,18-24,Oily,Acne,Medium,Niacinamide
87525,25-34,Normal,Aging,Medium,Niacinamide
87526,25-34,Combination,Acne,Olive,Niacinamide
87527,18-24,Oily,Acne,Fair,Niacinamide
87528,18-24,Dry,Aging,Light,Niacinamide
87529,35-44,Combination,Acne,Medium,Niacinamide
87530,25-34,Dry,Aging,Light,Niacinamide
87531,18-24,Combination,Acne,Light,Niacinamide
87532,35-44,Oily,Acne,Dark,Niacinamide
87533,18-24,Combination,Calluses,Fair,Niacinamide
87534,25-34,Combination,Acne,Fair,Niacinamide
87535,18-24,Combination,Acne,Medium,Niacinamide
87536,18-24,Normal,Aging,Light,Niacinamide
87537,35-44,Combination,Aging,Light,Niacinamide
87538,13-17,Combination,Aging,Medium,Niacinamide
87539,25-34,Combination,Aging,Medium,Niacinamide
87540,18-24,Oily,Aging,Medium,Niacinamide
87541,25-34,Oily,Acne,Fair,Niacinamide
87542,25-34,Combination,Acne,Medium,Niacinamide
87543,25-34,Combination,Acne,Dark,Niacinamide
87544,18-24,Oily,Acne,Light,Niacinamide
87545,25-34,Oily,Aging,Light,Niacinamide
87546,25-34,Normal,Aging,Fair,Niacinamide
87547,45-54,Combination,Aging,Light,Niacinamide
87548,55-120,Dry,Blackheads,Light,Niacinamide
87549,18-24,Combination,Acne,Fair,Niacinamide
87550,18-24,Normal,Acne,Light,Niacinamide
87551,25-34,Combination,Dark circles,Fair,Niacinamide
87552,13-17,Combination,Aging,Deep,Niacinamide
87553,35-44,Dry,Aging,Tan,Niacinamide
87554,13-17,Combination,Acne,Medium,Niacinamide
87555,25-34,Combination,Acne,Medium,Niacinamide
87556,35-44,Dry,Aging,Light,Niacinamide
87557,35-44,Combination,Aging,Medium,Niacinamide
87558,18-24,Combination,Aging,Fair,Niacinamide
87559,25-34,Normal,Aging,Olive,Niacinamide
87560,18-24,Combination,Acne,Olive,Niacinamide
87561,18-24,Combination,Sun damage,Fair,Niacinamide
87562,25-34,Combination,Acne,Olive,Niacinamide
87563,25-34,Combination,Aging,Fair,Niacinamide
87564,18-24,Normal,Acne,Light,Niacinamide
87565,25-34,Combination,Acne,Fair,Niacinamide
87566,25-34,Normal,Aging,Olive,Niacinamide
87567,18-24,Combination,Acne,Tan,Niacinamide
87568,25-34,Dry,Aging,Fair,Niacinamide
87569,25-34,Combination,Acne,Dark,Niacinamide
87570,25-34,Oily,Acne,Light,Niacinamide
87571,25-34,Normal,Dark circles,Dark,Niacinamide
87572,25-34,Combination,Aging,Fair,Niacinamide
87573,35-44,Combination,Acne,Fair,Niacinamide
87574,18-24,Normal,Aging,Light,Niacinamide
87575,25-34,Normal,Acne,Medium,Niacinamide
87576,18-24,Oily,Aging,Olive,Niacinamide
87577,25-34,Combination,Acne,Porcelain,Niacinamide
87578,25-34,Combination,Aging,Light,Niacinamide
87579,25-34,Combination,Acne,Medium,Niacinamide
87580,18-24,Oily,Acne,Fair,Niacinamide
87581,25-34,Combination,Aging,Olive,Niacinamide
87582,35-44,Normal,Aging,Light,Niacinamide
87583,25-34,Dry,Acne,Fair,Niacinamide
87584,18-24,Normal,Aging,Fair,Niacinamide
87585,25-34,Combination,Blackheads,Tan,Niacinamide
87586,25-34,Combination,Acne,Light,Niacinamide
87587,25-34,Dry,Aging,Porcelain,Niacinamide
87588,18-24,Normal,Acne,Medium,Niacinamide
87589,18-24,Combination,Aging,Tan,Niacinamide
87590,25-34,Oily,Acne,Light,Niacinamide
87591,35-44,Combination,Acne,Tan,Niacinamide
87592,25-34,Combination,Acne,Fair,Niacinamide
87593,18-24,Combination,Acne,Light,Niacinamide
87594,25-34,Combination,Acne,Medium,Niacinamide
87595,18-24,Dry,Aging,Fair,Niacinamide
87596,25-34,Combination,Blackheads,Medium,Niacinamide
87597,18-24,Oily,Aging,Olive,Niacinamide
87598,25-34,Dry,Acne,Medium,Niacinamide
87599,18-24,Normal,Aging,Light,Niacinamide
87600,35-44,Dry,Aging,Light,Niacinamide
87601,18-24,Combination,Aging,Light,Niacinamide
87602,25-34,Normal,Aging,Medium,Niacinamide
87603,25-34,Normal,Cellulite,Light,Niacinamide
87604,25-34,Normal,Aging,Light,Niacinamide
87605,18-24,Dry,Aging,Fair,Niacinamide
87606,25-34,Combination,Acne,Light,Niacinamide
87607,25-34,Oily,Acne,Light,Niacinamide
87608,18-24,Combination,Acne,Medium,Niacinamide
87609,18-24,Combination,Acne,Light,Niacinamide
87610,55-120,Combination,Aging,Porcelain,Niacinamide
87611,25-34,Combination,Acne,Light,Niacinamide
87612,25-34,Dry,Aging,Medium,Niacinamide
87613,25-34,Combination,Aging,Medium,Niacinamide
87614,25-34,Normal,Acne,Fair,Niacinamide
87615,18-24,Dry,Aging,Fair,Niacinamide
87616,25-34,Combination,Aging,Medium,Niacinamide
87617,45-54,Combination,Acne,Light,Niacinamide
87618,25-34,Combination,Aging,Fair,Niacinamide
87619,18-24,Combination,Dullness,Light,Niacinamide
87620,25-34,Dry,Aging,Light,Niacinamide
87621,55-120,Dry,Aging,Light,Niacinamide
87622,35-44,Dry,Aging,Fair,Niacinamide
87623,18-24,Normal,Aging,Light,Niacinamide
87624,45-54,Combination,Acne,Fair,Niacinamide
87625,25-34,Combination,Aging,Light,Niacinamide
87626,25-34,Combination,Redness,Light,Niacinamide
87627,25-34,Normal,Aging,Fair,Niacinamide
87628,13-17,Combination,Aging,Medium,Niacinamide
87629,55-120,Combination,Aging,Medium,Niacinamide
87630,18-24,Combination,Acne,Fair,Niacinamide
87631,25-34,Dry,Aging,Fair,Niacinamide
87632,18-24,Combination,Aging,Light,Niacinamide
87633,25-34,Normal,Aging,Porcelain,Niacinamide
87634,18-24,Normal,Acne,Light,Niacinamide
87635,25-34,Normal,Redness,Medium,Niacinamide
87636,18-24,Oily,Cellulite,Tan,Niacinamide
87637,25-34,Oily,Aging,Light,Niacinamide
87638,18-24,Combination,Acne,Light,Niacinamide
87639,25-34,Combination,Aging,Fair,Niacinamide
87640,18-24,Oily,Acne,Light,Niacinamide
87641,25-34,Combination,Aging,Medium,Niacinamide
87642,18-24,Combination,Aging,Medium,Niacinamide
87643,35-44,Oily,Acne,Medium,Niacinamide
87644,18-24,Combination,Aging,Light,Niacinamide
87645,18-24,Combination,Acne,Medium,Niacinamide
87646,25-34,Combination,Aging,Light,Niacinamide
87647,18-24,Combination,Aging,Light,Niacinamide
87648,35-44,Normal,Aging,Light,Niacinamide
87649,25-34,Normal,Sun damage,Fair,Niacinamide
87650,25-34,Normal,Aging,Fair,Niacinamide
87651,18-24,Combination,Acne,Fair,Niacinamide
87652,45-54,Dry,Aging,Light,Niacinamide
87653,25-34,Dry,Aging,Medium,Niacinamide
87654,18-24,Combination,Acne,Medium,Niacinamide
87655,25-34,Combination,Aging,Medium,Niacinamide
87656,25-34,Combination,Aging,Light,Niacinamide
87657,25-34,Combination,Redness,Fair,Niacinamide
87658,18-24,Combination,Acne,Fair,Niacinamide
87659,18-24,Dry,Aging,Fair,Niacinamide
87660,25-34,Dry,Aging,Light,Niacinamide
87661,25-34,Oily,Aging,Olive,Niacinamide
87662,25-34,Combination,Acne,Fair,Niacinamide
87663,25-34,Combination,Redness,Light,Niacinamide
87664,35-44,Combination,Acne,Light,Niacinamide
87665,25-34,Dry,Acne,Light,Niacinamide
87666,25-34,Combination,Aging,Light,Niacinamide
87667,18-24,Normal,Aging,Porcelain,Niacinamide
87668,18-24,Dry,Aging,Fair,Niacinamide
87669,18-24,Oily,Dark circles,Fair,Niacinamide
87670,25-34,Combination,Aging,Tan,Niacinamide
87671,25-34,Combination,Dullness,Light,Niacinamide
87672,55-120,Dry,Acne,Light,Niacinamide
87673,25-34,Combination,Dark circles,Porcelain,Niacinamide
87674,25-34,Dry,Aging,Light,Niacinamide
87675,25-34,Dry,Aging,Medium,Niacinamide
87676,35-44,Dry,Aging,Light,Niacinamide
87677,55-120,Normal,Acne,Light,Niacinamide
87678,18-24,Oily,Acne,Fair,Niacinamide
87679,25-34,Combination,Blackheads,Deep,Niacinamide
87680,35-44,Combination,Aging,Fair,Niacinamide
87681,35-44,Normal,Aging,Medium,Niacinamide
87682,18-24,Combination,Acne,Fair,Niacinamide
87683,35-44,Dry,Dullness,Medium,Niacinamide
87684,25-34,Combination,Acne,Light,Niacinamide
87685,25-34,Combination,Aging,Fair,Niacinamide
87686,25-34,Dry,Acne,Fair,Niacinamide
87687,25-34,Oily,Acne,Fair,Niacinamide
87688,25-34,Dry,Aging,Tan,Niacinamide
87689,18-24,Combination,Acne,Medium,Niacinamide
87690,45-54,Combination,Acne,Light,Niacinamide
87691,25-34,Combination,Acne,Medium,Niacinamide
87692,25-34,Dry,Aging,Porcelain,Niacinamide
87693,18-24,Normal,Aging,Olive,Niacinamide
87694,25-34,Oily,Acne,Olive,Niacinamide
87695,25-34,Combination,Acne,Light,Niacinamide
87696,18-24,Dry,Aging,Light,Niacinamide
87697,18-24,Combination,Aging,Medium,Niacinamide
87698,18-24,Combination,Aging,Medium,Niacinamide
87699,25-34,Combination,Acne,Medium,Niacinamide
87700,25-34,Combination,Aging,Light,Niacinamide
87701,35-44,Combination,Acne,Fair,Niacinamide
87702,25-34,Combination,Acne,Fair,Niacinamide
87703,45-54,Combination,Dark circles,Light,Niacinamide
87704,18-24,Oily,Aging,Medium,Niacinamide
87705,25-34,Combination,Aging,Medium,Niacinamide
87706,25-34,Dry,Dark circles,Medium,Niacinamide
87707,18-24,Normal,Aging,Porcelain,Niacinamide
87708,25-34,Combination,Acne,Fair,Niacinamide
87709,25-34,Oily,Aging,Tan,Niacinamide
87710,55-120,Combination,Aging,Light,Niacinamide
87711,35-44,Oily,Acne,Fair,Niacinamide
87712,18-24,Dry,Aging,Light,Niacinamide
87713,35-44,Normal,Dullness,Light,Niacinamide
87714,18-24,Oily,Acne,Medium,Niacinamide
87715,25-34,Normal,Acne,Light,Niacinamide
87716,25-34,Dry,Aging,Light,Niacinamide
87717,25-34,Combination,Acne,Medium,Niacinamide
87718,25-34,Normal,Aging,Light,Niacinamide
87719,25-34,Combination,Aging,Fair,Niacinamide
87720,25-34,Combination,Acne,Light,Niacinamide
87721,18-24,Combination,Aging,Light,Niacinamide
87722,25-34,Oily,Acne,Tan,Niacinamide
87723,25-34,Combination,Aging,Medium,Niacinamide
87724,25-34,Combination,Acne,Medium,Niacinamide
87725,25-34,Combination,Acne,Light,Niacinamide
87726,18-24,Dry,Aging,Medium,Niacinamide
87727,25-34,Combination,Aging,Medium,Niacinamide
87728,25-34,Combination,Acne,Light,Niacinamide
87729,25-34,Combination,Acne,Porcelain,Niacinamide
87730,25-34,Combination,Aging,Olive,Niacinamide
87731,25-34,Combination,Acne,Olive,Niacinamide
87732,25-34,Combination,Acne,Porcelain,Niacinamide
87733,35-44,Combination,Acne,Fair,Niacinamide
87734,35-44,Dry,Acne,Light,Niacinamide
87735,18-24,Combination,Aging,Light,Niacinamide
87736,18-24,Dry,Aging,Light,Niacinamide
87737,25-34,Dry,Aging,Porcelain,Niacinamide
87738,35-44,Combination,Acne,Light,Niacinamide
87739,18-24,Oily,Acne,Fair,Niacinamide
87740,25-34,Combination,Aging,Light,Niacinamide
87741,35-44,Combination,Aging,Light,Niacinamide
87742,18-24,Combination,Acne,Fair,Niacinamide
87743,25-34,Combination,Acne,Tan,Niacinamide
87744,18-24,Combination,Cuticles,Medium,Niacinamide
87745,55-120,Combination,Acne,Dark,Niacinamide
87746,25-34,Normal,Dark circles,Tan,Niacinamide
87747,18-24,Normal,Aging,Fair,Niacinamide
87748,25-34,Combination,Aging,Medium,Niacinamide
87749,25-34,Combination,Aging,Light,Niacinamide
87750,45-54,Dry,Aging,Light,Niacinamide
87751,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87752,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87753,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87754,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
87755,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
